,car_model,car_brand,car_doors,car_year,car_odo,car_price
8827,A4,Audi,2 door,2009,182000,27000
8828,Cayman,Porsche,2 door,2016,76000,209000
8829,Macan,Porsche,5+ doors,2015,68350,157000
8830,J4,JAC,4 door,2003,200000,14000
8831,Range Rover Evoque,Land Rover,5+ doors,2016,75333,129000
8832,GranTurismo,Maserati,2 door,2015,53000,172000
8833,Charger,Dodge,4 door,2016,111480,159000
8834,Grand Cherokee,Jeep,5+ doors,2019,43770,150000
8835,E-Class,Mercedes-Benz,4 door,2021,39898,538000
8836,RCZ,Peugeot,2 door,2015,111000,35999
8837,Focus,Ford,5+ doors,2017,67000,40000
8838,Altima,Nissan,4 door,2014,95000,23000
8839,Golf R,Volkswagen,5+ doors,2019,39849,160000
8840,X-Trail,Nissan,5+ doors,2020,83000,59000
8841,C-Class,Mercedes-Benz,4 door,2017,53257,130000
8842,Altima,Nissan,4 door,2018,70000,44000
8843,Sportage,Kia,5+ doors,2014,125000,35000
8844,Captiva,Chevrolet,4 door,2002,309000,16500
8845,S-Class,Mercedes-Benz,4 door,2018,43708,385000
8846,Range Rover Sport,Land Rover,4 door,2022,30,469000
8847,Range Rover Sport,Land Rover,4 door,2022,35,699000
8848,DX7,Soueast,5+ doors,2020,15500,85900
8849,Rav 4,Toyota,5+ doors,2017,90145,58000
8850,Optima,Kia,4 door,2018,29772,35500
8851,ES-Series,Lexus,4 door,2013,195000,59000
8852,Hiace,Toyota,5+ doors,2009,185000,32500
8853,X5,BMW,5+ doors,2021,17500,425000
8854,Altima,Nissan,4 door,2017,100300,28000
8855,Xterra,Nissan,4 door,2009,335000,18500
8856,C-Class Coupe,Mercedes-Benz,2 door,2018,95000,130000
8857,5-Series,BMW,4 door,2014,157000,60000
8858,S-Class,Mercedes-Benz,4 door,2014,39603,154999
8859,GLS-Class,Mercedes-Benz,5+ doors,2021,11442,419999
8860,Range Rover,Land Rover,4 door,2013,186000,105000
8861,Other,Mitsubishi,3 door,2022,11000,186000
8862,Urvan,Nissan,3 door,2021,57600,82000
8863,Gladiator,Jeep,4 door,2022,0,229000
8864,Gladiator,Jeep,4 door,2022,0,229000
8865,FX45/FX35,Infiniti,5+ doors,2009,277000,19000
8866,Silverado,Chevrolet,2 door,2021,28000,142000
8867,Range Rover Sport,Land Rover,4 door,2016,125000,248000
8868,Wrangler,Jeep,3 door,2017,179000,85000
8869,LX-Series,Lexus,5+ doors,2020,75000,395000
8870,Pajero,Mitsubishi,5+ doors,2018,127420,65000
8871,Patrol,Nissan,5+ doors,2021,43000,225000
8872,Wrangler Unlimited,Jeep,5+ doors,2020,34000,185000
8873,Patrol,Nissan,5+ doors,2021,18000,229000
8874,Patrol,Nissan,5+ doors,2020,63000,227000
8875,Wrangler,Jeep,3 door,2019,61000,149000
8876,C-Class,Mercedes-Benz,4 door,2019,74259,165000
8877,Grand Cherokee,Jeep,4 door,2013,115000,50000
8878,Odyssey J,Honda,4 door,2019,95000,89000
8879,QX50,Infiniti,4 door,2017,125769,68500
8880,Panamera,Porsche,4 door,2018,30622,439000
8881,Canter,Mitsubishi,2 door,2021,0,93000
8882,Range Rover,Land Rover,5+ doors,2018,58555,355000
8883,Model Y,Tesla,4 door,2022,0,305000
8884,Model Y,Tesla,5+ doors,2022,25,320000
8885,Continental GT,Bentley,2 door,2011,38000,235000
8886,Yaris,Toyota,4 door,2016,93234,28500
8887,LS-Series,Lexus,4 door,2010,293000,44000
8888,CR-V,Honda,4 door,2022,3000,100000
8889,86,Toyota,3 door,2015,130000,85000
8890,GLE-Class,Mercedes-Benz,5+ doors,2021,17661,380000
8891,ES-Series,Lexus,4 door,2015,200000,62000
8892,S-Class,Mercedes-Benz,4 door,2020,13000,299000
8893,Grand Santa Fe,Hyundai,5+ doors,2015,124000,54000
8894,S7/RS7,Audi,4 door,2015,93000,179000
8895,Polo,Volkswagen,4 door,2013,107000,18500
8896,Charger,Dodge,4 door,2014,80000,46000
8897,E-Class,Mercedes-Benz,4 door,2017,11000,139000
8898,6,Mazda,4 door,2011,248283,14500
8899,FJ Cruiser,Toyota,3 door,2017,61000,120000
8900,L200,Mitsubishi,4 door,2022,40,88000
8901,Xterra,Nissan,5+ doors,2013,107140,36000
8902,G-Class,Mercedes-Benz,5+ doors,2019,21212,790000
8903,Range Rover Sport,Land Rover,4 door,2022,0,560000
8904,QX56,Infiniti,5+ doors,2007,180000,19500
8905,Ghost,Rolls Royce,4 door,2021,2408,1750000
8906,X6,BMW,4 door,2021,0,600000
8907,X-Trail,Nissan,4 door,2018,53000,52000
8908,Edge,Ford,5+ doors,2015,115906,42500
8909,Model 3,Tesla,4 door,2020,18000,210000
8910,Camry,Toyota,4 door,2015,241218,31500
8911,Pathfinder,Nissan,4 door,2020,20,134900
8912,IS-Series,Lexus,5+ doors,2010,54000,24500
8913,Range Rover Velar,Land Rover,4 door,2019,36000,209000
8914,Q5,Audi,4 door,2021,5000,199000
8915,Altima,Nissan,4 door,2016,65217,25000
8916,GX-Series,Lexus,4 door,2012,281000,69000
8917,Aventador,Lamborghini,2 door,2017,6000,1550000
8918,Vantage,Aston Martin,2 door,2014,100,640000
8919,LR4,Land Rover,4 door,2011,155000,47000
8920,Taycan,Porsche,4 door,2020,6000,790000
8921,F12,Ferrari,2 door,2015,30000,699000
8922,G-Class,Mercedes-Benz,4 door,2022,500,1140000
8923,E-Class,Mercedes-Benz,4 door,2017,72000,122000
8924,Aventador,Lamborghini,2 door,2016,500,1990000
8925,Urus,Lamborghini,4 door,2022,50,2490000
8926,Other,Jeep,2 door,1988,46000,65000
8927,Urus,Lamborghini,4 door,2022,8000,1320000
8928,Virage,Aston Martin,2 door,2012,700,450000
8929,Q7,Audi,4 door,2013,113000,63000
8930,Aventador,Lamborghini,2 door,2021,100,2790000
8931,Range Rover Sport,Land Rover,4 door,2018,141000,255000
8932,Range Rover,Land Rover,4 door,2018,76000,258000
8933,C-Class,Mercedes-Benz,4 door,2020,8000,135000
8934,G-Class,Mercedes-Benz,4 door,2020,22000,785000
8935,Range Rover Sport,Land Rover,4 door,2019,95000,245000
8936,X-Trail,Nissan,5+ doors,2020,48000,73000
8937,F-Series Pickup,Ford,4 door,2019,40500,138000
8938,C43,Mercedes-Benz,4 door,2018,75000,119000
8939,Charger,Dodge,4 door,2021,5000,118000
8940,Ghost,Rolls Royce,4 door,2022,50,1850000
8941,Range Rover Sport,Land Rover,4 door,2021,3000,399000
8942,Teramont,Volkswagen,5+ doors,2019,51010,139000
8943,Range Rover Sport,Land Rover,4 door,2016,77466,186900
8944,Sunny,Nissan,4 door,2013,189000,17500
8945,Escalade,Cadillac,5+ doors,2019,109174,235900
8946,Charger,Dodge,4 door,2019,61000,59000
8947,Yukon,GMC,4 door,2012,190000,38500
8948,Patrol,Nissan,5+ doors,2020,67000,189000
8949,Patrol,Nissan,5+ doors,2018,112000,137000
8950,Heavy Vehicles,Other Make,2 door,2019,0,210000
8951,H1,Hyundai,4 door,2021,0,74000
8952,Other Utility,Other Make,2 door,2019,100,200000
8953,Hilux,Toyota,5+ doors,2022,0,157000
8954,488,Ferrari,2 door,2020,500,1680000
8955,Fortuner,Toyota,5+ doors,2022,0,121000
8956,Highlander,Toyota,5+ doors,2022,0,225000
8957,4Runner,Toyota,5+ doors,2022,0,275000
8958,812 GTS,Ferrari,2 door,2021,1000,2399000
8959,GX-Series,Lexus,5+ doors,2022,0,310000
8960,Fortuner,Toyota,5+ doors,2022,0,110000
8961,Captiva,Chevrolet,5+ doors,2023,0,70000
8962,Range Rover,Land Rover,5+ doors,2022,0,570000
8963,Mustang,Ford,2 door,2019,51000,70000
8964,Coupe,MINI,2 door,2018,163000,74000
8965,Land Cruiser,Toyota,2 door,2021,0,125000
8966,Fortuner,Toyota,4 door,2022,0,122000
8967,Prado,Toyota,4 door,2022,0,158000
8968,A200,Mercedes-Benz,4 door,2020,22270,154000
8969,Ram,Dodge,2 door,2022,50,390000
8970,S-Class,Mercedes-Benz,4 door,2022,13500,610000
8971,Vantage,Aston Martin,2 door,2016,500,590000
8972,G-Class,Mercedes-Benz,5+ doors,2022,20,995000
8973,E-HS9,Hongqi,4 door,2022,50,590000
8974,Carrera / 911,Porsche,2 door,2022,100,790000
8975,EX35,Infiniti,4 door,2008,235000,15000
8976,Sentra,Nissan,4 door,2014,250000,17500
8977,Yukon,GMC,5+ doors,2017,153923,124000
8978,3-Series,BMW,4 door,2014,115000,46000
8979,Mustang,Ford,2 door,2016,130000,41000
8980,LX-Series,Lexus,4 door,2015,190000,155000
8981,S-Class,Mercedes-Benz,4 door,2009,185000,40000
8982,L200,Mitsubishi,4 door,2017,125000,41000
8983,IS-F,Lexus,4 door,2015,31000,54000
8984,Grand Cherokee,Jeep,5+ doors,2021,4900,153000
8985,Avalon,Toyota,4 door,2019,29000,88000
8986,Patrol,Nissan,4 door,2015,145000,118000
8987,Yaris,Toyota,4 door,2015,102527,30500
8988,GLE Coupe,Mercedes-Benz,4 door,2022,800,490000
8989,Range Rover Evoque,Land Rover,5+ doors,2015,118000,79000
8990,XF,Jaguar,4 door,2020,50,169000
8991,Carrera / 911,Porsche,2 door,2008,73000,179000
8992,XK,Jaguar,2 door,2011,71000,99000
8993,XK,Jaguar,2 door,2007,97000,89000
8994,GT,Mercedes-Benz,2 door,2018,50000,499000
8995,Hilux,Toyota,4 door,2022,0,102000
8996,Land Cruiser,Toyota,2 door,2022,0,152000
8997,Panamera,Porsche,4 door,2018,23280,499000
8998,488,Ferrari,2 door,2017,45590,669000
8999,V-Class,Mercedes-Benz,4 door,2022,9,599000
9000,Edge,Ford,5+ doors,2013,195749,37000
9001,CX-9,Mazda,5+ doors,2013,166168,37900
9002,Patrol,Nissan,5+ doors,2015,173209,85000
9003,Q5,Audi,5+ doors,2015,148917,61000
9004,Koleos,Renault,5+ doors,2015,112444,25000
9005,X5,BMW,5+ doors,2012,216437,32000
9006,Range Rover Sport,Land Rover,5+ doors,2011,182819,33000
9007,Q50,Infiniti,4 door,2017,148573,72000
9008,720S,McLaren,2 door,2018,33838,750000
9009,EX35,Infiniti,5+ doors,2012,178376,27000
9010,Carrera / 911,Porsche,2 door,2014,51520,355000
9011,F-Series Pickup,Ford,4 door,2018,39723,307000
9012,Murano,Nissan,5+ doors,2013,148809,24500
9013,X5,BMW,5+ doors,2008,279653,22000
9014,4-Series,BMW,2 door,2018,50923,170000
9015,GX-Series,Lexus,5+ doors,2014,175996,90000
9016,Traverse,Chevrolet,5+ doors,2015,184575,32000
9017,Pajero,Mitsubishi,5+ doors,2014,135154,37000
9018,Patrol,Nissan,5+ doors,2012,227090,51500
9019,Escalade,Cadillac,5+ doors,2017,107419,165000
9020,Patrol,Nissan,5+ doors,2014,232647,78000
9021,A5,Audi,2 door,2010,233597,27000
9022,Touareg,Volkswagen,5+ doors,2014,182371,47000
9023,Ghibli,Maserati,4 door,2017,61474,165000
9024,Terrain,GMC,5+ doors,2019,89615,88000
9025,X90,Jetour,5+ doors,2022,9058,87000
9026,Patrol,Nissan,5+ doors,2019,95704,119000
9027,Pajero,Mitsubishi,5+ doors,2015,72404,49500
9028,Pajero,Mitsubishi,5+ doors,2012,154518,32000
9029,XF,Jaguar,4 door,2011,191031,21500
9030,Countryman,MINI,5+ doors,2018,55780,130500
9031,Durango,Dodge,5+ doors,2014,217078,43000
9032,Edge,Ford,5+ doors,2016,67114,90000
9033,Patrol,Nissan,5+ doors,2020,71767,210000
9034,Explorer,Ford,5+ doors,2016,103549,75000
9035,Q5,Audi,5+ doors,2014,274899,36000
9036,Pajero,Mitsubishi,5+ doors,2014,168679,38000
9037,3-Series,BMW,4 door,2015,163328,47500
9038,Pajero,Mitsubishi,5+ doors,2015,208199,43000
9039,G-Class,Mercedes-Benz,5+ doors,2019,88131,675000
9040,Explorer,Ford,5+ doors,2014,132402,40000
9041,Cayenne,Porsche,5+ doors,2013,123168,81000
9042,Fortuner,Toyota,5+ doors,2018,41118,105000
9043,Ghibli,Maserati,4 door,2014,82124,82500
9044,Sportage,Kia,5+ doors,2018,94963,60000
9045,SLK-Class,Mercedes-Benz,2 door,2012,153217,49000
9046,Range Rover,Land Rover,5+ doors,2016,156845,145000
9047,Expedition,Ford,5+ doors,2013,149234,31000
9048,3-Series,BMW,4 door,2015,112162,56500
9049,Cooper,MINI,3 door,2018,164802,84000
9050,Accord,Honda,2 door,2015,120913,49000
9051,CT6,Cadillac,4 door,2017,65474,99500
9052,Edge,Ford,5+ doors,2016,24117,92000
9053,7-Series,BMW,4 door,2017,106252,130500
9054,Patrol,Nissan,5+ doors,2019,34000,79000
9055,Civic,Honda,4 door,2016,198000,40000
9056,GTI,Volkswagen,5+ doors,2020,8000,89000
9057,Model X,Tesla,5+ doors,2016,138000,229999
9058,Expedition,Ford,5+ doors,2014,150000,39500
9059,Touareg,Volkswagen,5+ doors,2014,135000,68000
9060,Touareg,Volkswagen,4 door,2014,114000,47000
9061,Explorer,Ford,5+ doors,2016,90000,54000
9062,Traverse,Chevrolet,4 door,2012,155000,25500
9063,A-Class,Mercedes-Benz,4 door,2014,200000,47000
9064,LS-Series,Lexus,4 door,1994,400000,8000
9065,LX-Series,Lexus,4 door,2013,200000,116000
9066,Land Cruiser,Toyota,4 door,2016,161000,98000
9067,LX-Series,Lexus,5+ doors,2013,260000,116000
9068,Q30,Infiniti,4 door,2018,37500,85000
9069,Urus,Lamborghini,4 door,2022,50,1485000
9070,GL-Class,Mercedes-Benz,4 door,2013,167000,83000
9071,Other,Renault,4 door,2020,0,99000
9072,Tiguan,Volkswagen,4 door,2017,64522,88000
9073,Explorer,Ford,4 door,2013,161700,35000
9074,Pajero,Mitsubishi,4 door,2019,88785,77000
9075,Pajero,Mitsubishi,5+ doors,2016,102606,54000
9076,QX60,Infiniti,5+ doors,2015,57656,77500
9077,Prado,Toyota,5+ doors,2012,199573,74000
9078,Odyssey,Honda,5+ doors,2018,214740,75000
9079,GLE-Class,Mercedes-Benz,5+ doors,2016,92355,125000
9080,Acadia,GMC,5+ doors,2014,202000,30000
9081,Acadia,GMC,5+ doors,2008,200556,12000
9082,Edge,Ford,5+ doors,2013,232675,28700
9083,A6,Audi,4 door,2011,160738,29000
9084,Expedition,Ford,5+ doors,2011,233616,21500
9085,Cayenne,Porsche,5+ doors,2014,155366,82000
9086,Cayman,Porsche,2 door,2016,71567,149000
9087,Edge,Ford,5+ doors,2014,119315,32000
9088,Megane,Renault,5+ doors,2019,20542,118000
9089,Ram,Dodge,4 door,2017,149129,103000
9090,Pajero,Mitsubishi,5+ doors,2017,74100,63000
9091,Juke,Nissan,5+ doors,2015,144077,34000
9092,Pajero,Mitsubishi,5+ doors,2014,77559,46000
9093,X5,BMW,5+ doors,2011,163331,38000
9094,7-Series,BMW,4 door,2017,58556,195000
9095,Pajero,Mitsubishi,5+ doors,2017,106760,50000
9096,Pilot,Honda,5+ doors,2017,76776,81000
9097,Patrol,Nissan,5+ doors,2020,64098,245000
9098,SL-Class,Mercedes-Benz,2 door,2016,63265,195000
9099,GLE Coupe,Mercedes-Benz,5+ doors,2016,56932,213000
9100,Charger,Dodge,4 door,2021,5000,118000
9101,Ghost,Rolls Royce,4 door,2022,50,1850000
9102,Range Rover Sport,Land Rover,4 door,2021,3000,399000
9103,Teramont,Volkswagen,5+ doors,2019,51010,139000
9104,Range Rover Sport,Land Rover,4 door,2016,77466,186900
9105,Sunny,Nissan,4 door,2013,189000,17500
9106,Escalade,Cadillac,5+ doors,2019,109174,235900
9107,Charger,Dodge,4 door,2019,61000,59000
9108,Yukon,GMC,4 door,2012,190000,38500
9109,Patrol,Nissan,5+ doors,2020,67000,189000
9110,Patrol,Nissan,5+ doors,2018,112000,137000
9111,Wrangler,Jeep,3 door,2020,26000,179000
9112,Model 3,Tesla,4 door,2020,44500,209000
9113,Boxster,Porsche,2 door,2010,101085,70000
9114,Pajero,Mitsubishi,4 door,2015,125000,52000
9115,Prado,Toyota,5+ doors,2015,105000,98000
9116,Sierra,GMC,4 door,2022,85000,149149
9117,Duster,Renault,4 door,2017,105000,30000
9118,Beetle,Volkswagen,2 door,2013,150000,34999
9119,X6,BMW,5+ doors,2017,154000,135000
9120,Range Rover Sport,Land Rover,5+ doors,2014,122000,129000
9121,Pathfinder,Nissan,5+ doors,2015,141252,39000
9122,Yukon,GMC,4 door,2012,292000,38000
9123,Swift,Suzuki,4 door,2016,153600,25500
9124,Explorer,Ford,4 door,2015,110000,67000
9125,Cayenne,Porsche,5+ doors,2014,149893,114000
9126,Other,Maybach,4 door,2022,0,970000
9127,G-Class,Mercedes-Benz,4 door,2020,16000,660000
9128,Land Cruiser,Toyota,5+ doors,2022,0,335000
9129,Yukon,GMC,5+ doors,2022,0,224000
9130,7-Series,BMW,4 door,2017,93031,299000
9131,Land Cruiser,Toyota,3 door,2022,0,132000
9132,EX35,Infiniti,4 door,2008,235000,15000
9133,Sentra,Nissan,4 door,2014,250000,17500
9134,Yukon,GMC,5+ doors,2017,153923,124000
9135,3-Series,BMW,4 door,2014,115000,46000
9136,Mustang,Ford,2 door,2016,130000,41000
9137,LX-Series,Lexus,4 door,2015,190000,155000
9138,S-Class,Mercedes-Benz,4 door,2009,185000,40000
9139,L200,Mitsubishi,4 door,2017,125000,41000
9140,IS-F,Lexus,4 door,2015,31000,54000
9141,Grand Cherokee,Jeep,5+ doors,2021,4900,153000
9142,Avalon,Toyota,4 door,2019,29000,88000
9143,Patrol,Nissan,4 door,2015,145000,118000
9144,Yaris,Toyota,4 door,2015,102527,30500
9145,GLE Coupe,Mercedes-Benz,4 door,2022,800,490000
9146,Range Rover Evoque,Land Rover,5+ doors,2015,118000,79000
9147,XF,Jaguar,4 door,2020,50,169000
9148,Carrera / 911,Porsche,2 door,2008,73000,179000
9149,XK,Jaguar,2 door,2011,71000,99000
9150,Patrol,Nissan,3 door,2017,62869,95000
9151,Juke,Nissan,5+ doors,2014,154467,29000
9152,Q5,Audi,5+ doors,2015,73563,81000
9153,Corvette,Chevrolet,2 door,2017,59293,199000
9154,Macan,Porsche,5+ doors,2018,79726,179900
9155,C-Class,Mercedes-Benz,4 door,2015,92855,85000
9156,E-Class Coupe,Mercedes-Benz,2 door,2010,204252,31000
9157,Acadia,GMC,5+ doors,2016,97519,46000
9158,Grand Cherokee,Jeep,5+ doors,2020,66279,147000
9159,Patrol,Nissan,5+ doors,2016,60498,175000
9160,Explorer,Ford,5+ doors,2014,202004,40000
9161,5-Series,BMW,4 door,2012,246592,30000
9162,Accord,Honda,4 door,2016,212126,50000
9163,Range Rover,Land Rover,5+ doors,2019,62578,305000
9164,X6,BMW,5+ doors,2016,128086,128000
9165,Patrol,Nissan,5+ doors,2010,191989,54000
9166,Pajero,Mitsubishi,5+ doors,2015,185938,46000
9167,Cayenne,Porsche,5+ doors,2014,149279,90000
9168,X1,BMW,5+ doors,2018,64105,118000
9169,Range Rover,Land Rover,5+ doors,2014,157334,125000
9170,DB11,Aston Martin,2 door,2017,53425,430000
9171,C-Class,Mercedes-Benz,4 door,2017,64752,131000
9172,Cooper,MINI,5+ doors,2016,126374,61500
9173,Santa Fe,Hyundai,5+ doors,2018,58630,62000
9174,Pajero,Mitsubishi,5+ doors,2015,157390,36500
9175,Murano,Nissan,5+ doors,2015,147110,40000
9176,Malibu,Chevrolet,4 door,2013,126721,18500
9177,Sorento,Kia,5+ doors,2014,184820,32000
9178,GL-Class,Mercedes-Benz,5+ doors,2015,92635,118200
9179,Wrangler,Jeep,3 door,2021,25000,148000
9180,Ram,Dodge,4 door,2022,13250,200000
9181,F-Series Pickup,Ford,4 door,2018,99644,140000
9182,QX50,Infiniti,5+ doors,2017,158530,67000
9183,X1,BMW,5+ doors,2019,43384,119900
9184,Cooper,MINI,3 door,2020,38586,135000
9185,Outlander,Mitsubishi,5+ doors,2020,12094,77500
9186,Prado,Toyota,5+ doors,2015,107173,88000
9187,Supra,Toyota,2 door,2021,7653,185000
9188,GL-Class,Mercedes-Benz,5+ doors,2009,97855,40000
9189,Cayenne,Porsche,5+ doors,2016,102654,168000
9190,Durango,Dodge,5+ doors,2014,151985,42500
9191,G-Class,Mercedes-Benz,5+ doors,2021,26049,940000
9192,NX 200t,Lexus,5+ doors,2017,71860,120000
9193,Yukon,GMC,5+ doors,2010,141404,33000
9194,Model 3,Tesla,4 door,2020,49830,225000
9195,S8,Audi,4 door,2014,128834,110000
9196,X1,BMW,5+ doors,2019,17999,135000
9197,TT,Audi,2 door,2016,142705,88000
9198,Flex,Ford,5+ doors,2014,238075,25000
9199,Edge,Ford,5+ doors,2014,182685,35000
9200,Land Cruiser,Toyota,4 door,2001,224166,32000
9201,Genesis,Hyundai,4 door,2014,151000,34000
9202,Q50,Infiniti,4 door,2017,123000,65000
9203,Range Rover,Land Rover,4 door,2018,80000,295000
9204,Patrol,Nissan,5+ doors,2014,138600,79000
9205,Pajero,Mitsubishi,5+ doors,2014,275118,33000
9206,Pajero,Mitsubishi,5+ doors,2016,121179,50000
9207,Pathfinder,Nissan,5+ doors,2015,194510,31000
9208,LR4,Land Rover,5+ doors,2010,123794,38500
9209,GX-Series,Lexus,5+ doors,2017,70100,153000
9210,Kicks,Nissan,5+ doors,2018,40070,55000
9211,Pilot,Honda,5+ doors,2015,129915,51000
9212,C-Class,Mercedes-Benz,4 door,2018,69496,154000
9213,LR2,Land Rover,5+ doors,2012,211118,25000
9214,XC90,Volvo,5+ doors,2014,110747,45000
9215,Expedition,Ford,5+ doors,2016,196791,63000
9216,Range Rover Evoque,Land Rover,5+ doors,2014,101133,77000
9217,A6,Audi,4 door,2015,165370,44000
9218,XK,Jaguar,2 door,2010,105090,51000
9219,GLE Coupe,Mercedes-Benz,5+ doors,2016,135376,171000
9220,Patrol,Nissan,5+ doors,2015,185460,93000
9221,Wrangler,Jeep,3 door,2009,211124,32000
9222,Cooper,MINI,3 door,2008,148124,19000
9223,Pajero,Mitsubishi,5+ doors,2012,234765,24500
9224,Pajero,Mitsubishi,3 door,2010,204777,25000
9225,FJ Cruiser,Toyota,5+ doors,2016,36258,101500
9226,Mohave,Kia,5+ doors,2014,134042,34000
9227,Ghibli,Maserati,4 door,2015,110092,85000
9228,Touareg,Volkswagen,5+ doors,2020,17445,189000
9229,X5,BMW,5+ doors,2018,129687,150000
9230,Grand Cherokee,Jeep,5+ doors,2017,64727,120000
9231,CX-9,Mazda,5+ doors,2020,77727,110000
9232,Pajero,Mitsubishi,5+ doors,2016,102606,54000
9233,QX60,Infiniti,5+ doors,2015,57656,77500
9234,Prado,Toyota,5+ doors,2012,199573,74000
9235,Odyssey,Honda,5+ doors,2018,214740,75000
9236,GLE-Class,Mercedes-Benz,5+ doors,2016,92355,125000
9237,Acadia,GMC,5+ doors,2014,202000,30000
9238,Acadia,GMC,5+ doors,2008,200556,12000
9239,Edge,Ford,5+ doors,2013,232675,28700
9240,A6,Audi,4 door,2011,160738,29000
9241,Expedition,Ford,5+ doors,2011,233616,21500
9242,Cayenne,Porsche,5+ doors,2014,155366,82000
9243,Cayman,Porsche,2 door,2016,71567,149000
9244,Edge,Ford,5+ doors,2014,119315,32000
9245,Megane,Renault,5+ doors,2019,20542,118000
9246,Ram,Dodge,4 door,2017,149129,103000
9247,Pajero,Mitsubishi,5+ doors,2017,74100,63000
9248,Juke,Nissan,5+ doors,2015,144077,34000
9249,Pajero,Mitsubishi,5+ doors,2014,77559,46000
9250,Optima,Kia,4 door,2018,43000,38500
9251,5-Series,BMW,4 door,2016,59600,80000
9252,LR4,Land Rover,4 door,2016,108000,112000
9253,Charger,Dodge,4 door,2020,19993,122000
9254,Maxima,Nissan,4 door,2013,262000,19000
9255,Taycan,Porsche,4 door,2022,2500,650000
9256,G-Class,Mercedes-Benz,4 door,2006,176000,100000
9257,A5,Audi,4 door,2015,139000,57000
9258,Aventador,Lamborghini,2 door,2015,41000,780000
9259,Patrol,Nissan,4 door,2015,169000,87000
9260,Rio,Kia,5+ doors,2014,137000,31500
9261,Accord,Honda,4 door,2016,165000,55000
9262,Other,Smart,2 door,2016,74500,47000
9263,C-Class,Mercedes-Benz,4 door,2018,52000,150000
9264,Fortuner,Toyota,5+ doors,2018,130000,86000
9265,Elantra,Hyundai,4 door,2016,170,28500
9266,Avalon,Toyota,4 door,2007,200000,18000
9267,Bentayga,Bentley,5+ doors,2017,29000,569000
9268,Continental Flying Spur,Bentley,4 door,2014,18000,367000
9269,Patrol,Nissan,5+ doors,2021,33000,229000
9270,Explorer,Ford,5+ doors,2014,162000,42000
9271,A5,Audi,4 door,2010,164600,27500
9272,Pajero,Mitsubishi,5+ doors,2017,107000,69000
9273,MP4-12C,McLaren,2 door,2012,120,200000
9274,QX80,Infiniti,4 door,2019,75000,179000
9275,Escape,Ford,5+ doors,2014,160158,31000
9276,Grand Cherokee,Jeep,5+ doors,2012,120223,35000
9277,ASX,Mitsubishi,5+ doors,2017,129526,45000
9278,Pajero,Mitsubishi,5+ doors,2015,125720,46000
9279,8-Series,BMW,2 door,2020,32207,335000
9280,QX70,Infiniti,5+ doors,2015,180688,58000
9281,Charger,Dodge,4 door,2014,169310,34000
9282,A4,Audi,4 door,2014,127019,35000
9283,Camaro,Chevrolet,2 door,2014,129412,55000
9284,Patrol,Nissan,5+ doors,2020,45311,204500
9285,Montero Sport,Mitsubishi,5+ doors,2017,68072,64900
9286,Model 3,Tesla,4 door,2021,49769,233000
9287,Passat,Volkswagen,4 door,2015,181675,32500
9288,Continental Flying Spur,Bentley,4 door,2014,156950,230000
9289,SRX,Cadillac,5+ doors,2015,116569,47000
9290,Prado,Toyota,5+ doors,2014,120670,85000
9291,Mustang,Ford,2 door,2014,132989,56500
9292,Countryman,MINI,5+ doors,2019,34770,120000
9293,Patrol,Nissan,5+ doors,2013,159697,80000
9294,GTI,Volkswagen,5+ doors,2019,92157,125900
9295,Cooper,MINI,3 door,2016,128396,68000
9296,MKX,Lincoln,5+ doors,2013,141037,35000
9297,SLK-Class,Mercedes-Benz,2 door,2015,49616,80000
9298,Accord,Honda,4 door,2009,221635,15000
9299,Pathfinder,Nissan,5+ doors,2014,158190,47000
9300,MKX,Lincoln,5+ doors,2013,141037,35000
9301,SLK-Class,Mercedes-Benz,2 door,2015,49616,80000
9302,Accord,Honda,4 door,2009,221635,15000
9303,Pathfinder,Nissan,5+ doors,2014,158190,47000
9304,ATS,Cadillac,4 door,2016,83891,56000
9305,Patrol,Nissan,5+ doors,2016,176594,75000
9306,E-Class Coupe,Mercedes-Benz,2 door,2016,78224,99000
9307,Patrol,Nissan,3 door,2017,62869,95000
9308,Juke,Nissan,5+ doors,2014,154467,29000
9309,Q5,Audi,5+ doors,2015,73563,81000
9310,Corvette,Chevrolet,2 door,2017,59293,199000
9311,Macan,Porsche,5+ doors,2018,79726,179900
9312,C-Class,Mercedes-Benz,4 door,2015,92855,85000
9313,E-Class Coupe,Mercedes-Benz,2 door,2010,204252,31000
9314,Acadia,GMC,5+ doors,2016,97519,46000
9315,Grand Cherokee,Jeep,5+ doors,2020,66279,147000
9316,Patrol,Nissan,5+ doors,2016,60498,175000
9317,Explorer,Ford,5+ doors,2014,202004,40000
9318,5-Series,BMW,4 door,2012,246592,30000
9319,Accord,Honda,4 door,2016,212126,50000
9320,Range Rover,Land Rover,5+ doors,2019,62578,305000
9321,X6,BMW,5+ doors,2016,128086,128000
9322,Patrol,Nissan,5+ doors,2010,191989,54000
9323,Pajero,Mitsubishi,5+ doors,2015,185938,46000
9324,Cayenne,Porsche,5+ doors,2014,149279,90000
9325,Cooper,MINI,5+ doors,2016,126374,61500
9326,Santa Fe,Hyundai,5+ doors,2018,58630,62000
9327,Pajero,Mitsubishi,5+ doors,2015,157390,36500
9328,Murano,Nissan,5+ doors,2015,147110,40000
